Filename	Success	Nchan	dof	chi^2	chi^2/dof	rms	A	dA	B_1	dB_1	B_2	dB_2	C	dC	XE_0	dXE_0	XP_0	dXP_0	W	dW	N	dN	X	dX	W_50	dW_50	W_20	dW_20	F_peak	dF_peak	F_int	dF_int
J151319.23+343133.7.txt	0	220	212	1423.92	6.71659	0.01	0.00287354	64.027	0.371386	0.256292	0.448484	0.193074	109.99	2.47302e+06	129.281	1.61569	130.564	0.822764	3.02951	2.51909	0.0709946	14.6809	22.9807	1.59107	123.592	3.66648	174.778	3.74023	0.299187	0.00917943	37.122	1.9841
J152446.01+230723.5.txt	0	220	212	614.346	2.89786	0.01	0.0307639	0.00805447	1.06217	0.804059	0.391746	0.301537	7.92295e-06	0.000102723	133.387	1.51916	134.184	1.29994	5.10293	1.46223	7.19177	8.08751	119.436	10.1552	147.459	138.466	313.923	20.1301	0.0601176	0.00971469	9.58222	0.864118
J152922.49+362142.2.txt	1	185	180	420.196	2.33442	0.01	1.73733	295.566	0.165216	0.168098	0.092569	1.5656	0	0	87.7009	329.624	0.1	0	-5.68242	448.482	0	0	-16.5258	14.8435	188.467	16.2512	291.389	25.424	0.0620319	0.00446788	12.603	0.964234
J153437.61+251311.4.txt	1	220	212	1017.51	4.7996	0.01	0.988146	669.224	0.404731	6.81896	0.702364	4.15508	0.248896	816.96	123.848	90.2827	126.986	69.2045	-0.523929	107.66	0.47794	1076.4	-83.024	2537.86	44.2789	544.095	68.8866	474.726	0.20036	88.0362	9.59373	4309.33
J153452.95+290919.8.txt	0	220	212	308.308	1.45428	0.01	0.00631034	0.00660678	0.281325	0.175391	1.38963	3.8142	0.0883501	0.367187	139.345	1.112	144.185	1.78082	13.8161	1.14915	1.47447	1.24501	142.085	21.7065	556.791	47.5604	611.721	32.9644	0.0340473	0.00449291	10.919	1.16894
J155902.70+230830.4.txt	0	220	215	592.403	2.75536	0.01	0.0302791	0.00371183	5.30416	4.53688e+10	6.14357	1.09046e+16	0	0	129.962	9.31942e+12	0.1	0	11.0275	9.31942e+12	0	0	41.0716	9.44593e+13	434.017	1.16407e+14	438.944	7.81742e+14	0.0302791	0.00223614	13.1411	6.45998e+12
J160246.39+524358.3.txt	1	185	177	1.72908	0.00976884	0.01	71.5295	31868.9	0.0364252	0.644332	0.161913	0.173728	0.0619991	0.644192	120.743	1669.7	83.7522	6.6654	-36.014	1732.73	2.06563	6.06372	-202.735	126.659	448.433	556.921	624.031	360.784	0.008998	0.0157232	3.3609	1.4619
J160332.08+171155.3.txt	0	185	177	7.72899	0.0436666	0.01	0.0499573	134.495	0.707632	530.813	0.714115	115.627	0.479268	7845.95	93.4363	2555.26	91.2493	1558.37	1.08277	150.864	0.697656	12037.1	-4.52621	1333.09	46.5157	1436.01	70.0374	7468.91	0.0687563	0.908992	3.39048	117.903
J160338.06+155402.5.txt	0	185	177	69.4101	0.392147	0.01	0.0704052	0.0096478	0.271232	0.049989	0.230876	0.0311037	0.00041876	0.000472638	93.1035	0.835418	94.01	0.613668	5.67642	1.45859	4.49979	0.621248	-30.4126	4.93146	348.911	84.1995	447.286	11.3206	0.1209	0.00569114	31.6726	0.996773
J160952.60+133148.0.txt	2	220	212	3478.07	16.406	0.01	0.0369263	0.0284539	6.86281	5.00536e+17	0.553274	0.396992	0.10409	0.418578	129.624	2.16576e+14	129.235	0.778277	7.62999	2.16576e+14	1.71906	1.82971	40.3886	2.44489e+15	267.235	6.20475e+16	287.481	4.38535e+16	0.143542	2.77854e+14	22.2348	3.31385e+14
J161217.62+282546.4.txt	0	185	180	94.9782	0.527657	0.01	0.0510445	0.0405601	0.474652	0.476794	0.615598	0.599114	0	0	92.9114	0.407034	0.1	0	1.99573	1.56333	0	0	-5.69288	7.24686	76.4961	18.2663	112.209	18.977	0.0446438	0.00823399	3.54795	0.551623
J161740.53+350015.1.txt	0	220	212	49.3119	0.232604	0.01	7.22846e-08	0.041682	6.72902	2.90758e+19	1.37457	3.65311	129022	7.43996e+10	116.327	7.26602e+14	116.807	0.995816	3.32755	7.26602e+14	0.630644	2.64163	-200.05	3.1175e+17	111.317	1.12934e+19	122.348	7.27716e+18	0.0203529	1.11643e+16	1.39946	3.14629e+15
J163804.02+264329.1.txt	0	220	212	768.4	3.62453	0.01	0.0474418	0.194865	0.294018	0.32083	0.389551	0.363271	0.0344014	0.0765599	130.403	3.16232	129.427	1.52509	1.87848	10.4276	3.80497	2.71511	54.5938	6.28669	71.8873	8.83462	246.621	12.1739	0.0982977	0.00749801	11.7211	0.759402
J163844.80+275439.1.txt	1	220	215	4478.89	20.832	0.01	0.429767	2.44884	0.501646	0.39816	0.0872936	0.173118	0	0	99.2208	22.7988	0.1	0	-0.446321	24.3875	0	0	-427.919	6.27566	136.493	9.58876	234.159	10.9576	0.142963	0.00609717	22.2474	0.918697
J163956.07+112757.4.txt	0	220	215	248.449	1.15558	0.01	0.250858	0.0732357	0.953804	0.404823	1.08895	0.371146	0	0	126.38	0.0557837	0.1	0	1.14076	0.323548	0	0	-27.121	1.06959	43.6543	4.03734	63.4007	2.87462	0.22617	0.0148558	10.1979	0.426562
J170815.25+211117.7.txt	0	220	215	1666.48	7.75108	0.01	0.15604	0.0615005	0.376381	0.210941	0.20616	0.116423	0	0	128.791	0.686075	0.1	0	4.19664	1.61764	0	0	28.3312	3.92637	183.398	9.74617	268.024	10.1185	0.139603	0.00580788	26.512	0.912736
SPEC_J0919+0146.DAT	0	463	458	220.633	0.481731	0.01	0.0277492	1.19857e+14	4.88384	4.11332e+15	3.80026	1.5013e+15	0	0	8.38865	1.57265e+14	0.1	0	0.418899	7.50898e+14	0	0	552.619	3.30862e+14	1.68787	3.06892e+15	2.26069	1.83187e+15	0.0273132	1.12743e+14	0.0460384	1.16346e+14
SPEC_J1521+5508.DAT	1	512	507	399.565	0.788097	0.01	-0.000734601	0.000546358	2.70163	557.716	4.11237	2342.98	0	0	300.922	146.844	0.1	0	168.577	146.987	0	0	-64.6343	260.931	-nan	-nan	-nan	-nan	0	0	-0.440122	0.491816
